round_epochs,loss,acc,val_loss,val_acc,lr,optimizer,activation,dropout,regularization,loss_functions,layers,layer_size,batch_size
18,0.36686854203154023,0.82733333,0.501674147289559,0.7958042,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,100,4
11,0.3685664844512939,0.827,0.49347138713289806,0.7937063,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,100,64
11,0.38121751683858746,0.8235555,0.48383517334094417,0.7909091,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,None,categorical_crossentropy,3,100,4
11,0.3845443900492332,0.8235555,0.5133038386274325,0.7923077,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,None,categorical_crossentropy,3,100,4
15,0.369260132127338,0.82611114,0.5046552347970176,0.7937063,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,300,64
11,0.3638894658349487,0.8301111,0.5035740370007795,0.7923077,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,None,categorical_crossentropy,3,300,4
11,0.3685121419429779,0.82766664,0.5123100609629304,0.7972028,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,300,64
20,0.43076887798309327,0.825,0.5628784040471057,0.7923077,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,3,100,64
11,0.36737680663002864,0.8272222,0.49737051721219416,0.7937063,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,300,64
11,0.37674526241390655,0.82555556,0.4940911298865205,0.7937063,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,100,4
11,0.5064317860528826,0.78544444,0.5264649974664192,0.7895105,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,300,4
11,0.3858105918462906,0.8228889,0.4915206374769861,0.7958042,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,300,4
11,0.37939276552785145,0.8237778,0.4863220088167598,0.793007,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,300,4
11,10.739226775330202,0.3331111,10.910710731252923,0.32307693,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,None,categorical_crossentropy,3,300,4
11,0.3697548121036703,0.82655555,0.4928946730768686,0.7923077,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,100,4
11,0.36929990871747337,0.8287778,0.498376813718489,0.793007,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,None,categorical_crossentropy,3,100,64
11,0.37345647252930536,0.823,0.5008620577258663,0.78811187,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,None,categorical_crossentropy,1,100,64
11,0.3785664144621955,0.8243333,0.4903653660020628,0.7937063,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,100,64
12,0.41251558186455317,0.8145555,0.4907418853127873,0.7916084,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,3,100,4
18,0.4556584416508821,0.8193333,0.685621855027609,0.7909091,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,None,categorical_crossentropy,3,300,4
14,0.3791098007162218,0.8247778,0.49774383951525586,0.7916084,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,None,categorical_crossentropy,1,300,4
11,0.37547920950253805,0.82566667,0.49255826773343386,0.793007,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,3,300,64
11,0.36982349306571993,0.82766664,0.5013851263964145,0.7916084,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,None,categorical_crossentropy,1,100,4
11,0.38301942879313394,0.8251111,0.5007643194934288,0.793007,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,100,4
11,0.3975860157542759,0.8202222,0.5037083099355231,0.7923077,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,3,100,64
11,0.3768898183884671,0.823,0.4901557362472339,0.7944056,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,100,4
11,0.3689429233093979,0.82744443,0.5000299520278003,0.7923077,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,None,categorical_crossentropy,1,100,4
11,0.3712849144189596,0.82611114,0.5024765763327583,0.7923077,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,300,4
12,0.4187795616070611,0.81333333,0.48772848115100725,0.7951049,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,None,categorical_crossentropy,3,100,4
11,0.38099734452035694,0.8228889,0.4990101382032141,0.793007,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,3,300,64
14,0.3784294877082898,0.8241111,0.5158109573530151,0.793007,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,300,4
11,0.6884874166382684,0.82255554,0.771709714069233,0.7909091,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,300,64
13,0.37211829498079085,0.8247778,0.5053097246826945,0.78811187,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,100,64
11,0.37322721682654486,0.8244445,0.4987428026182668,0.7895105,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,100,64
11,0.37172914595074125,0.82655555,0.5024135516656862,0.7937063,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,None,categorical_crossentropy,1,300,64
13,0.3719742688073052,0.8245556,0.5074140043108614,0.7888112,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,100,64
12,0.3811029032336341,0.82277775,0.497061124048033,0.7909091,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,3,100,64
15,0.3746681435638004,0.8242222,0.5012328245839872,0.7888112,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,None,categorical_crossentropy,3,100,64
11,0.3692529060204332,0.82666665,0.509546420519351,0.7902098,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,100,4
11,0.4009123112505509,0.82177776,0.505595712790956,0.7951049,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,300,4
11,0.37124995198905525,0.82622224,0.5047296982489964,0.7923077,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,None,categorical_crossentropy,1,300,4
11,0.37109454572826833,0.82622224,0.4982887935140854,0.7944056,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,300,4
11,0.3674961241616143,0.82944447,0.5073176456081284,0.793007,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,100,64
11,0.37231909494929843,0.827,0.4916419162616863,0.793007,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,None,categorical_crossentropy,3,300,64
16,0.48383410885598926,0.82222223,0.5943191571669145,0.7944056,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,100,64
11,0.3786863313164815,0.8228889,0.5083351998479216,0.7916084,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,None,categorical_crossentropy,1,300,4
19,0.36361215991071527,0.8297778,0.5020492958601799,0.7937063,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,300,4
11,0.37186160588264466,0.8258889,0.4988817660541801,0.7944056,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,300,64
11,0.36781149774127536,0.8284444,0.5077807104670918,0.7916084,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,100,64
11,0.609758480336931,0.8237778,0.7323021748682835,0.7888112,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,3,300,64
11,0.36728395194477503,0.83066666,0.5092222186235281,0.793007,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84cf7a6198>,categorical_crossentropy,1,300,64
11,0.39290374631351893,0.82266665,0.49559298086833287,0.7937063,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,300,64
12,0.3974845654807157,0.82244444,0.49658387123079567,0.7937063,0.001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,100,4
11,0.3677600417648864,0.82733333,0.5040291086444957,0.7944056,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,None,categorical_crossentropy,1,300,4
11,0.37817801006717816,0.8243333,0.4847340215127785,0.7909091,0.0001,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,3,300,4
11,0.37174749308162264,0.82622224,0.4992558291742018,0.7923077,0.01,<class 'tensorflow.python.keras.optimizers.Adam'>,<function relu at 0x7f85007dbbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f84e281ffd0>,categorical_crossentropy,1,100,64
