round_epochs,loss,acc,val_loss,val_acc,lr,optimizer,activation,dropout,regularization,loss_functions,layers,layer_size,batch_size
16,0.366114218049579,0.82755554,0.519309923198673,0.7902098,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.5,None,categorical_crossentropy,1,300,64
16,0.363859533150991,0.8291111,0.512771658797364,0.7902098,0.01,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f9cb2c35198>,categorical_crossentropy,1,300,64
16,0.363642300747076,0.8283333,0.501527436708129,0.7902098,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f9cc5caff98>,categorical_crossentropy,1,100,4
16,0.366149043560028,0.828,0.502442679288504,0.7895105,0.01,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.5,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f9cc5caff98>,categorical_crossentropy,1,100,64
16,0.373697786066267,0.82577777,0.491724577108463,0.7895105,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.5,None,categorical_crossentropy,3,100,64
16,0.366126873283509,0.8277778,0.509570090290751,0.7895105,0.01,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f9cc5caff98>,categorical_crossentropy,1,100,4
16,5.3434651799202,0.66833335,5.20738468820399,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.2,None,categorical_crossentropy,3,100,4
16,5.31351301320394,0.66833335,5.20738460800864,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0,None,categorical_crossentropy,3,300,64
16,5.34490113209354,0.66833335,5.20738468937107,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.2,<tensorflow.python.keras.regularizers.L1L2 object at 0x7f9cb2c35198>,categorical_crossentropy,1,300,4
16,5.34583499590556,0.66833335,5.20738468903762,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.5,None,categorical_crossentropy,3,300,4
16,5.33288559977214,0.66855556,5.20738463568521,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.5,None,categorical_crossentropy,3,300,64
16,5.34400389824973,0.66833335,5.20738468803726,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0,None,categorical_crossentropy,3,100,4
16,5.31698844782511,0.66833335,5.20738462101329,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0,None,categorical_crossentropy,3,100,64
16,5.34434772147073,0.66833335,5.20738468970452,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.2,None,categorical_crossentropy,3,300,4
16,5.34583499617047,0.66833335,5.20738468903762,0.6769231,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0,None,categorical_crossentropy,3,300,4
16,8.03472460598416,0.4998889,10.910710558858,0.32307693,0.1,<class 'tensorflow.python.keras.optimizers.Adagrad'>,<function relu at 0x7f9ce3c6bbf8>,0.2,None,categorical_crossentropy,3,300,64
