Wall time,Step,Value
1556031239.049315,1,0.6244348883628845
1556031478.9870336,2,0.6222268342971802
1556031718.4977593,3,0.6095914244651794
1556031958.5409186,4,0.6057676076889038
1556032198.755388,5,0.6036969423294067
1556032438.4016542,6,0.5924835801124573
1556032679.0435543,7,0.5827484726905823
1556032919.4659636,8,0.5815987586975098
1556033159.6135342,9,0.5797085165977478
1556033400.3177986,10,0.5735099911689758
1556033641.8066523,11,0.5703744292259216
1556033881.199886,12,0.5731731057167053
1556034121.8906212,13,0.5579870939254761
1556034362.6760244,14,0.555678129196167
1556034603.929499,15,0.5710504651069641
1556034843.8400931,16,0.5476686954498291
1556035098.2551486,17,0.56826251745224
1556035397.9159188,18,0.5489242672920227
1556035699.8700497,19,0.5411015748977661
1556036002.3848908,20,0.5360968708992004
1556036310.4415894,21,0.5321189165115356
1556036632.4948442,22,0.5346280932426453
1556036922.22847,23,0.5308316349983215
1556037187.2024927,24,0.5321295261383057
1556037458.396162,25,0.5233100652694702
1556037861.687447,26,0.5269423723220825
1556038246.3024163,27,0.5184115767478943
1556038634.6952999,28,0.519469141960144
1556039006.247527,29,0.5226113796234131
1556039350.0012364,30,0.5147942304611206
1556039701.49407,31,0.5128573775291443
1556040072.9139252,32,0.5116146802902222
1556040445.8160126,33,0.5132871270179749
1556040726.5821197,34,0.5074053406715393
1556040961.7502785,35,0.5108506083488464
1556041194.2930048,36,0.5314599275588989
1556041427.3178527,37,0.49966952204704285
1556041662.268844,38,0.5127876400947571
1556041896.870758,39,0.50519198179245
1556042131.2204216,40,0.4992195665836334
1556042366.7523623,41,0.5002824068069458
1556042601.0042706,42,0.5016013979911804
1556042838.860116,43,0.5010870099067688
1556043073.6561105,44,0.4879774749279022
1556043308.6021366,45,0.5114789009094238
1556043544.4499466,46,0.489376425743103
1556043777.0708027,47,0.5076645016670227
1556044009.712368,48,0.4849734306335449
1556044242.889595,49,0.48162075877189636
1556044476.9139216,50,0.4832218885421753
1556044713.6768963,51,0.47965720295906067
1556044948.7924154,52,0.48724234104156494
1556045194.731851,53,0.4760482907295227
1556045440.2147546,54,0.4808771014213562
1556045680.3359573,55,0.47574347257614136
1556045917.4562924,56,0.4751734435558319
1556046153.0888338,57,0.4763652980327606
1556046387.8029406,58,0.47437623143196106
1556046621.6807365,59,0.4769125282764435
1556046856.2359595,60,0.4733274281024933
1556047089.4520633,61,0.467976450920105
1556047324.784518,62,0.4657519459724426
1556047569.971831,63,0.46327903866767883
1556047810.947502,64,0.47265875339508057
1556048051.256086,65,0.46431437134742737
1556048288.0145042,66,0.5003013014793396
1556048531.7556562,67,0.4593813121318817
1556048784.4618664,68,0.4734143018722534
1556049038.17088,69,0.4558010697364807
1556049289.894317,70,0.4625594913959503
1556049533.8862658,71,0.4546144902706146
1556049776.8383427,72,0.45396721363067627
1556050020.5496688,73,0.4595990478992462
1556050264.4272194,74,0.45219936966896057
1556050508.1885972,75,0.4551173746585846
1556050754.831814,76,0.4683278799057007
1556050999.6087341,77,0.44921329617500305
1556051257.6417665,78,0.45566344261169434
1556051517.4694662,79,0.4583490192890167
1556051772.6525376,80,0.45413029193878174
1556052027.1896825,81,0.48361703753471375
1556052269.172991,82,0.4467346668243408
1556052510.1452644,83,0.44594255089759827
1556052750.8019216,84,0.46581462025642395
1556052999.0461516,85,0.4424571692943573
1556053247.1564136,86,0.4522372782230377
1556053499.377996,87,0.44172319769859314
1556053752.5670567,88,0.4397253394126892
1556054004.8357942,89,0.4399442672729492
1556054255.1006722,90,0.44929149746894836
1556055718.85644,91,0.4404987096786499
1556056901.104701,92,0.46421822905540466
1556058087.796364,93,0.43778425455093384
1556059270.4714937,94,0.440459281206131
1556060448.8686597,95,0.4354199767112732
1556061642.0176938,96,0.4344395101070404
1556062825.52211,97,0.4362759292125702
1556064012.9674172,98,0.43192771077156067
1556065194.4815187,99,0.43398091197013855
1556066381.972113,100,0.43623101711273193
1556067566.9600916,101,0.4280097186565399
1556068750.724399,102,0.4307105839252472
1556069933.3250015,103,0.435488224029541
1556071118.4004219,104,0.4301975667476654
1556072303.0277495,105,0.42769041657447815
1556073496.3215077,106,0.44013288617134094
1556074680.486113,107,0.4293767809867859
1556075866.9478514,108,0.4276655912399292
1556077047.7237914,109,0.44123318791389465
1556078215.1301298,110,0.43605491518974304
1556079399.7400682,111,0.4237575829029083
1556080580.3105607,112,0.4287427067756653
1556081762.7952654,113,0.41789010167121887
1556082942.2394185,114,0.4200526475906372
1556084124.3093085,115,0.4220985174179077
1556085309.7889416,116,0.41930389404296875
1556086210.81031,117,0.4202819764614105
1556086435.6042542,118,0.4202897846698761
1556086659.7861576,119,0.4211413562297821
1556086884.2037706,120,0.4225129783153534
1556087107.689707,121,0.43985068798065186
1556087332.0546162,122,0.4191856384277344
1556087557.0268018,123,0.4162459075450897
1556087783.6660335,124,0.4151519536972046
1556088007.6003497,125,0.4184180796146393
1556088234.5605729,126,0.4175572395324707
1556088459.399865,127,0.418189138174057
1556088684.0886607,128,0.4289413392543793
1556088909.8057375,129,0.41560590267181396
1556089135.914993,130,0.4202447831630707
1556089362.4659486,131,0.4325958490371704
1556089586.7998245,132,0.40959396958351135
1556089810.9945645,133,0.4177100658416748
1556090034.5438142,134,0.42516347765922546
1556090259.926449,135,0.40692606568336487
1556090485.1512232,136,0.4085078537464142
1556090709.5410645,137,0.4092694818973541
1556090936.454751,138,0.41690778732299805
1556091162.5121517,139,0.41185954213142395
1556091388.8368154,140,0.4141319692134857
1556091614.682069,141,0.40583884716033936
1556091839.2968645,142,0.4090155363082886
1556092064.4827065,143,0.40724048018455505
1556092288.8571517,144,0.40409839153289795
1556092514.2430794,145,0.40949487686157227
1556092739.6984591,146,0.4044172465801239
1556092966.2108226,147,0.4054924249649048
1556093192.3596692,148,0.4014036953449249
1556093417.1978655,149,0.40966013073921204
1556093642.7137582,150,0.40199407935142517
1556093868.8741908,151,0.40060868859291077
1556094094.196078,152,0.4259953498840332
1556094320.1544065,153,0.39703863859176636
1556094547.08998,154,0.39778828620910645
1556094772.4433444,155,0.40908750891685486
1556094999.2395291,156,0.40068283677101135
1556095226.0950332,157,0.40302973985671997
1556095453.672182,158,0.40395620465278625
1556095679.491055,159,0.40782469511032104
1556095906.265314,160,0.3955042064189911
1556096133.999525,161,0.41369977593421936
1556096361.474375,162,0.39734581112861633
1556096586.2600625,163,0.40999943017959595
1556096810.6345348,164,0.39739421010017395
1556097037.3512316,165,0.40074753761291504
1556097263.360376,166,0.3980216979980469
1556097491.793271,167,0.3976154029369354
1556097718.5369298,168,0.3998900055885315
1556097945.2423072,169,0.39167988300323486
1556098174.3153968,170,0.3930201232433319
1556098401.2397914,171,0.39473292231559753
1556098630.823723,172,0.3971770703792572
1556098858.4500713,173,0.3952554166316986
1556099085.7778544,174,0.3985028862953186
1556099312.6454139,175,0.39699438214302063
1556099540.9838006,176,0.3964858651161194
1556099767.5951614,177,0.3905305862426758
1556099994.8518674,178,0.38982996344566345
1556100223.6381109,179,0.3962118625640869
1556100451.3597813,180,0.39800646901130676
1556100679.4477346,181,0.393250972032547
1556100906.5611384,182,0.41086655855178833
1556101134.1769316,183,0.3887595236301422
1556101362.8704593,184,0.39712435007095337
1556101590.5437865,185,0.3842107057571411
1556101818.3946738,186,0.3883722424507141
1556102045.6148744,187,0.38624224066734314
