Wall time,Step,Value
1554467263.765263,1,0.6246170401573181
1554467499.7096543,2,0.6031732559204102
1554467738.1380944,3,0.5909943580627441
1554468017.111484,4,0.5836707353591919
1554468274.9044602,5,0.5792793035507202
1554468571.8993561,6,0.5661523938179016
1554468868.4931674,7,0.5567654967308044
1554469146.3710759,8,0.5529745221138
1554469460.2604938,9,0.5465530753135681
1554469759.872958,10,0.5438522100448608
1554470037.491152,11,0.5369171500205994
1554470330.035048,12,0.5375909805297852
1554470643.0683343,13,0.5297864079475403
1554470884.817405,14,0.5232219099998474
1554471122.3595338,15,0.5205681324005127
1554471366.3324234,16,0.5142059922218323
1554471604.5483778,17,0.5161965489387512
1554471868.49102,18,0.5104010105133057
1554472099.705649,19,0.5058974623680115
1554472370.8609948,20,0.5049950480461121
1554472605.2210076,21,0.5003412365913391
1554472854.8029473,22,0.4999787211418152
1554473127.3602107,23,0.49260225892066956
1554473398.4177048,24,0.49492648243904114
1554473654.6023378,25,0.4900394082069397
1554473891.6708226,26,0.4873296916484833
1554474120.5493393,27,0.48307037353515625
1554474399.461776,28,0.48428043723106384
1554474664.3464508,29,0.48308008909225464
1554474933.0342357,30,0.47616100311279297
1554475178.5896726,31,0.4755520522594452
1554475449.8889263,32,0.4757968485355377
1554475694.2017016,33,0.4736456573009491
1554475947.6553218,34,0.4671057462692261
1554476204.3807652,35,0.46956175565719604
1554476482.6139746,36,0.4619283974170685
1554476770.087931,37,0.46079221367836
1554477009.0274177,38,0.45950010418891907
1554477294.1570714,39,0.4612261652946472
1554477584.7554915,40,0.46129006147384644
1554477857.1459932,41,0.4557534158229828
1554478160.132466,42,0.4565006196498871
1554478455.605785,43,0.45781517028808594
1554478729.8255534,44,0.4489360451698303
1554479035.1985605,45,0.4507269263267517
1554479333.4624302,46,0.44757068157196045
1554479608.967529,47,0.4495031237602234
1554479860.8170447,48,0.444456547498703
1554480084.0430512,49,0.4434153735637665
1554480331.6023934,50,0.44068729877471924
1554480567.7364528,51,0.4418058693408966
1554480845.1485941,52,0.4403476119041443
1554481056.284718,53,0.434283584356308
1554481309.5828698,54,0.4379131495952606
1554481547.9444282,55,0.4363957941532135
1554481791.645877,56,0.43218937516212463
1554482035.1734312,57,0.43656426668167114
1554482281.5154374,58,0.43262335658073425
1554482539.6027143,59,0.43332958221435547
1554482792.4083924,60,0.43322253227233887
1554483035.7291703,61,0.42834120988845825
1554483287.6973171,62,0.42694348096847534
1554483534.930088,63,0.42614641785621643
1554483782.9219127,64,0.42705103754997253
1554484027.9903052,65,0.4267911911010742
1554484281.2062812,66,0.4266938865184784
1554484528.142396,67,0.4208424985408783
1554484784.5013251,68,0.4229356646537781
1554485057.6142871,69,0.4207756519317627
1554485311.7294004,70,0.4216036796569824
1554485572.2621403,71,0.418204665184021
1554485810.5035865,72,0.4174363613128662
1554486042.2718399,73,0.4151211082935333
1554486258.797043,74,0.41762641072273254
1554486508.0814805,75,0.41765934228897095
1554486732.4818666,76,0.4178244173526764
1554486983.7253637,77,0.41334426403045654
1554487242.0573237,78,0.41437509655952454
1554487473.1706414,79,0.41428354382514954
1554487704.776199,80,0.4087076187133789
1554487939.1281629,81,0.4118536710739136
1554488163.019479,82,0.4124585688114166
1554488374.3644269,83,0.4093712270259857
1554488584.1460245,84,0.4095480740070343
1554488802.2896707,85,0.4082670509815216
1554489023.5730534,86,0.4087013006210327
1554489255.4159188,87,0.4080229103565216
1554489522.5033984,88,0.40842148661613464
1554489770.206474,89,0.40625524520874023
1554490010.6298125,90,0.406682550907135
1554490261.2706323,91,0.4064089357852936
1554490491.3922918,92,0.4051484763622284
1554490723.9084785,93,0.406244158744812
1554490975.5529032,94,0.4001351594924927
1554491223.4619322,95,0.4047245979309082
1554491479.7345614,96,0.4018583595752716
1554491743.9657283,97,0.4021638035774231
1554491967.3364902,98,0.3998716473579407
1554492228.4851916,99,0.4019845724105835
1554492453.5906978,100,0.40211817622184753
1554492679.432315,101,0.4026440680027008
1554492907.6681795,102,0.3985994756221771
1554493159.0990162,103,0.3963233232498169
1554493425.1620202,104,0.39484280347824097
1554493687.6625328,105,0.396398663520813
1554493936.2277274,106,0.3980907201766968
1554494195.733182,107,0.39473894238471985
1554494431.746892,108,0.3961561918258667
1554494705.695028,109,0.3960775136947632
1554494961.2717688,110,0.3949119746685028
