Wall time,Step,Value
1555014600.0027816,1,0.6576666831970215
1555014772.4846659,2,0.6641111373901367
1555014941.7089438,3,0.6641111373901367
1555015116.0622199,4,0.6644444465637207
1555015288.8634415,5,0.6641111373901367
1555015464.6223264,6,0.664555549621582
1555015644.1145592,7,0.6646666526794434
1555015819.6190665,8,0.6646666526794434
1555015997.782682,9,0.6646666526794434
1555016176.0262032,10,0.6646666526794434
1555016359.6944335,11,0.6644444465637207
1555016535.9845262,12,0.6647777557373047
1555016710.4427087,13,0.6644444465637207
1555016891.0024369,14,0.6646666526794434
1555017071.3522003,15,0.6644444465637207
1555017249.5385687,16,0.6646666526794434
1555017428.558263,17,0.6648889183998108
1555017608.923012,18,0.6656666398048401
1555017784.8836737,19,0.6651111245155334
1555017966.1046872,20,0.6646666526794434
1555018142.3008027,21,0.6656666398048401
1555018320.341819,22,0.6661111116409302
1555018496.8548958,23,0.6687777638435364
1555018673.236542,24,0.6733333468437195
1555018852.4733338,25,0.6771110892295837
1555019023.2171218,26,0.6902222037315369
1555019187.9933164,27,0.7018888592720032
1555019352.675541,28,0.7128888964653015
1555019519.3201358,29,0.7207777500152588
1555019683.2546008,30,0.7163333296775818
1555019848.0877767,31,0.7260000109672546
1555020013.2728407,32,0.7358888983726501
1555020177.885088,33,0.7353333234786987
1555020341.1757576,34,0.7440000176429749
1555020505.1482093,35,0.7474444508552551
1555020671.4729085,36,0.7481111288070679
1555020835.6462958,37,0.7518888711929321
1555021000.019619,38,0.7588889002799988
1555021164.2209978,39,0.7536666393280029
1555021330.6376665,40,0.7581111192703247
1555021495.7367573,41,0.7636666893959045
1555021660.064096,42,0.7642222046852112
1555021824.4644105,43,0.7658888697624207
1555021990.2982664,44,0.7695555686950684
1555022154.437665,45,0.7724444270133972
1555022319.3188255,46,0.7698888778686523
1555022482.6464844,47,0.772777795791626
1555022647.757571,48,0.768666684627533
1555022812.0979056,49,0.7784444689750671
1555022976.2602968,50,0.7766666412353516
1555023143.1018293,51,0.7782222032546997
1555023308.8047266,52,0.7797777652740479
1555023473.7298734,53,0.7812222242355347
1555023639.4067798,54,0.7818889021873474
1555023805.5885243,55,0.7837777733802795
1555023971.4343748,56,0.7877777814865112
1555024136.0396242,57,0.7844444513320923
1555024300.3979526,58,0.7867777943611145
1555024466.6516745,59,0.7881110906600952
1555024631.3249009,60,0.7900000214576721
1555024795.1543987,61,0.7929999828338623
1555024959.3417823,62,0.7898889183998108
1555025126.621174,63,0.7912222146987915
1555025290.860541,64,0.79666668176651
1555025455.970628,65,0.7946666479110718
1555025620.1390176,66,0.7960000038146973
1555025786.4167306,67,0.7922222018241882
1555025950.7670615,68,0.7963333129882812
1555026114.443608,69,0.7972221970558167
1555026279.9115813,70,0.7992222309112549
1555026443.0552993,71,0.7973333597183228
1555026606.5928907,72,0.7982222437858582
1555026768.674948,73,0.8015555739402771
1555026934.6577563,74,0.8033333420753479
1555027097.5355587,75,0.8001111149787903
1555027260.3063955,76,0.8029999732971191
1555027425.7893636,77,0.8047778010368347
1555027596.1567662,78,0.8002222180366516
1555027765.8443868,79,0.8013333082199097
1555027929.6758845,80,0.8031111359596252
1555028092.9385633,81,0.8056666851043701
1555028258.789414,82,0.8045555353164673
1555028422.8388412,83,0.8061110973358154
1555028585.466724,84,0.8072222471237183
1555028748.7423992,85,0.8046666383743286
1555028914.2283664,86,0.8064444661140442
1555029077.9528975,87,0.8078888654708862
1555029240.9896493,88,0.8058888912200928
1555029406.080743,89,0.8101111054420471
1555029568.8605773,90,0.8084444403648376
1555029732.3631816,91,0.8097777962684631
1555029895.4199255,92,0.8081111311912537
1555030060.5540051,93,0.8096666932106018
1555030223.0079439,94,0.8105555772781372
1555030385.567849,95,0.8068888783454895
1555030548.8885098,96,0.8124444484710693
1555030713.8156557,97,0.8101111054420471
1555030877.732126,98,0.8114444613456726
1555031042.490326,99,0.8114444613456726
1555031215.2724621,100,0.8108888864517212
1555031380.9633634,101,0.8131111264228821
1555031544.1120791,102,0.8119999766349792
1555031707.8156176,103,0.8131111264228821
1555031871.6361182,104,0.8122222423553467
1555032036.936145,105,0.8107777833938599
1555032198.9232333,106,0.8119999766349792
1555032362.0069697,107,0.8144444227218628
1555032526.1343727,108,0.8117777705192566
1555032690.2677724,109,0.8149999976158142
1555032852.7237108,110,0.8157777786254883
1555033015.048691,111,0.8137778043746948
1555033180.3007326,112,0.8124444484710693
1555033343.2545114,113,0.8147777915000916
1555033506.219286,114,0.8147777915000916
1555033669.9198256,115,0.8166666626930237
1555033834.4920857,116,0.8152222037315369
1555033997.2309327,117,0.8141111135482788
1555034160.9984503,118,0.8154444694519043
1555034325.1138563,119,0.8163333535194397
1555034490.3479042,120,0.8148888945579529
1555034654.0424457,121,0.8149999976158142
1555034816.6343398,122,0.8142222166061401
1555034979.9190123,123,0.8142222166061401
1555035145.6279075,124,0.8181111216545105
1555035309.28746,125,0.8166666626930237
1555035473.5048332,126,0.8153333067893982
1555035638.3670003,127,0.8187777996063232
1555035803.4500968,128,0.8178889155387878
